trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2020-04-30 00:00:00 +0000 +0000,1,38,14.3763066202090592
2018-01-29 00:00:00 +0000 +0000,1,67,25.4475524475524476
2022-01-18 00:00:00 +0000 +0000,6,62,30.6215277777777778
2022-06-15 00:00:00 +0000 +0000,1,63,29.1504587155963303
2021-01-07 00:00:00 +0000 +0000,4,65,31.1041666666666667
2022-07-29 00:00:00 +0000 +0000,1,63,28.7661870503597122
2023-09-24 00:00:00 +0000 +0000,1,56,22.6434231378763867
2020-04-11 00:00:00 +0000 +0000,1,24,7.0104895104895105
2020-09-04 00:00:00 +0000 +0000,2,65,32.0104166666666667
2022-03-11 00:00:00 +0000 +0000,9,58,23.1354166666666667
2020-11-17 00:00:00 +0000 +0000,4,67,28.6631944444444444
2016-08-25 00:00:00 +0000 +0000,9,72,42.0596491228070175
2018-08-05 00:00:00 +0000 +0000,1,27,13.6111111111111111
2024-06-01 00:00:00 +0000 +0000,1,69,34.7482806052269601
2015-09-28 00:00:00 +0000 +0000,1,74,25.2787456445993031
2016-03-04 00:00:00 +0000 +0000,2,74,38.9268292682926829
2023-05-01 00:00:00 +0000 +0000,1,54,22.3410013531799729
2016-09-30 00:00:00 +0000 +0000,1,69,31.3112840466926070
2016-07-16 00:00:00 +0000 +0000,8,42,22.5747126436781609
2023-07-23 00:00:00 +0000 +0000,1,44,17.9264264264264264
2019-11-24 00:00:00 +0000 +0000,1,54,24.9965277777777778
2019-07-27 00:00:00 +0000 +0000,1,44,21.5729166666666667
2023-06-17 00:00:00 +0000 +0000,1,72,32.1053952321204517
2023-01-31 00:00:00 +0000 +0000,1,81,38.1173469387755102
2015-11-25 00:00:00 +0000 +0000,1,78,32.7377622377622378
2024-05-03 00:00:00 +0000 +0000,1,81,39.1451378809869376
2020-07-13 00:00:00 +0000 +0000,4,62,29.7212543554006969
2024-03-08 00:00:00 +0000 +0000,1,90,49.3427800269905533
2020-03-05 00:00:00 +0000 +0000,4,76,34.1964285714285714
2019-08-08 00:00:00 +0000 +0000,1,54,26.0694444444444444
2023-07-26 00:00:00 +0000 +0000,1,69,30.7891246684350133
2023-06-07 00:00:00 +0000 +0000,1,80,38.1936416184971098
2017-12-08 00:00:00 +0000 +0000,1,69,28.5672727272727273
2023-12-27 00:00:00 +0000 +0000,1,83,39.3376623376623377
2024-01-08 00:00:00 +0000 +0000,1,90,34.0954979536152797
2023-03-08 00:00:00 +0000 +0000,1,78,34.2278645833333333
2018-10-09 00:00:00 +0000 +0000,1,56,23.5138888888888889
2016-05-28 00:00:00 +0000 +0000,2,74,40.1672473867595819
2019-06-24 00:00:00 +0000 +0000,1,65,29.3087719298245614
2022-06-05 00:00:00 +0000 +0000,1,44,19.5395728643216080
2021-07-21 00:00:00 +0000 +0000,1,67,13.8288973384030418
2019-08-05 00:00:00 +0000 +0000,1,49,21.6076388888888889
2018-04-18 00:00:00 +0000 +0000,1,60,27.9790940766550523
2017-11-13 00:00:00 +0000 +0000,1,54,20.5644599303135889
2016-07-20 00:00:00 +0000 +0000,2,65,33.5944055944055944
2024-03-09 00:00:00 +0000 +0000,1,80,34.1269035532994924
2019-07-02 00:00:00 +0000 +0000,1,53,24.4564459930313589
2019-01-21 00:00:00 +0000 +0000,1,67,26.9791666666666667
2016-01-15 00:00:00 +0000 +0000,2,76,34.1524822695035461
2018-10-03 00:00:00 +0000 +0000,1,58,23.5679442508710801
2018-07-29 00:00:00 +0000 +0000,1,27,12.3368055555555556
2017-08-09 00:00:00 +0000 +0000,2,54,28.3646616541353383
2018-07-05 00:00:00 +0000 +0000,1,63,27.8714285714285714
2016-09-01 00:00:00 +0000 +0000,1,65,31.6892857142857143
2024-03-11 00:00:00 +0000 +0000,1,76,28.5186666666666667
2018-06-15 00:00:00 +0000 +0000,1,58,24.9513888888888889
2020-09-11 00:00:00 +0000 +0000,4,63,23.8638743455497382
2023-04-08 00:00:00 +0000 +0000,1,72,28.7647058823529412
2018-12-28 00:00:00 +0000 +0000,1,72,29.6713286713286713
2023-01-25 00:00:00 +0000 +0000,1,83,37.6759142496847415
2022-09-03 00:00:00 +0000 +0000,1,60,27.0181704260651629
2021-11-26 00:00:00 +0000 +0000,2,74,38.3700787401574803
2022-02-11 00:00:00 +0000 +0000,1,63,30.4652777777777778
2020-12-19 00:00:00 +0000 +0000,1,15,4.8269896193771626
2023-04-30 00:00:00 +0000 +0000,1,65,32.3754940711462451
2020-12-21 00:00:00 +0000 +0000,4,69,34.4090909090909091
2017-07-29 00:00:00 +0000 +0000,1,44,22.4897119341563786
2023-07-05 00:00:00 +0000 +0000,4,65,39.5160202360876897
2018-09-04 00:00:00 +0000 +0000,1,62,27.7847222222222222
2016-10-20 00:00:00 +0000 +0000,1,67,27.6363636363636364
2023-07-01 00:00:00 +0000 +0000,1,31,14.7805642633228840
2021-08-30 00:00:00 +0000 +0000,1,42,22.3715277777777778
2016-03-08 00:00:00 +0000 +0000,2,71,36.2881944444444444
2021-04-10 00:00:00 +0000 +0000,1,9,5.0549450549450549
2024-03-05 00:00:00 +0000 +0000,1,90,41.1595598349381018
2019-04-03 00:00:00 +0000 +0000,1,56,25.6175438596491228
2018-10-31 00:00:00 +0000 +0000,1,58,24.2152777777777778
2018-01-14 00:00:00 +0000 +0000,1,36,14.1219512195121951
2015-12-28 00:00:00 +0000 +0000,1,69,30.7665505226480836
2022-04-18 00:00:00 +0000 +0000,1,74,32.2702373706634206
2019-01-25 00:00:00 +0000 +0000,1,71,30.4146341463414634
2022-05-27 00:00:00 +0000 +0000,1,74,31.8095838587641866
2023-09-11 00:00:00 +0000 +0000,1,67,28.9132720105124836
2019-11-16 00:00:00 +0000 +0000,2,69,32.0383275261324042
2023-02-20 00:00:00 +0000 +0000,1,85,30.1377952755905512
2024-04-30 00:00:00 +0000 +0000,1,80,37.6022871664548920
2022-05-01 00:00:00 +0000 +0000,1,29,9.4097938144329897
2021-01-27 00:00:00 +0000 +0000,6,72,42.7604166666666667
2019-05-07 00:00:00 +0000 +0000,1,54,23.9368421052631579
2016-09-29 00:00:00 +0000 +0000,1,76,27.9520000000000000
2019-01-24 00:00:00 +0000 +0000,6,29,13.0454545454545455
2016-11-29 00:00:00 +0000 +0000,6,80,41.9754385964912281
2020-07-28 00:00:00 +0000 +0000,4,53,26.3263888888888889
2022-10-21 00:00:00 +0000 +0000,1,78,30.6222950819672131
2024-05-02 00:00:00 +0000 +0000,1,78,36.1531165311653117
2020-10-09 00:00:00 +0000 +0000,6,85,34.2802768166089965
2023-12-05 00:00:00 +0000 +0000,1,89,38.1009055627425614
2015-09-12 00:00:00 +0000 +0000,1,78,36.9861111111111111
2016-11-12 00:00:00 +0000 +0000,1,63,27.8536585365853659
2022-03-21 00:00:00 +0000 +0000,1,63,29.2291666666666667
2022-07-04 00:00:00 +0000 +0000,1,62,25.4645669291338583
2017-08-05 00:00:00 +0000 +0000,1,44,22.1181102362204724
2017-07-04 00:00:00 +0000 +0000,1,61,29.7797202797202797
2016-06-23 00:00:00 +0000 +0000,1,72,34.1941391941391941
2015-10-27 00:00:00 +0000 +0000,1,72,34.3745583038869258
2023-09-06 00:00:00 +0000 +0000,1,78,32.9245033112582781
2022-10-17 00:00:00 +0000 +0000,1,71,27.4855421686746988
2016-01-21 00:00:00 +0000 +0000,1,68,20.8188153310104530
2023-12-04 00:00:00 +0000 +0000,1,89,41.3479948253557568
2023-10-15 00:00:00 +0000 +0000,1,67,26.7136690647482014
2020-05-03 00:00:00 +0000 +0000,1,20,9.3693379790940767
2024-01-24 00:00:00 +0000 +0000,1,90,44.2758132956152758
2022-04-27 00:00:00 +0000 +0000,1,76,30.6801938219261054
2021-06-21 00:00:00 +0000 +0000,1,62,31.6597222222222222
2019-02-03 00:00:00 +0000 +0000,1,42,16.0836236933797909
2021-03-16 00:00:00 +0000 +0000,8,65,36.8611111111111111
2016-05-02 00:00:00 +0000 +0000,1,58,29.5804195804195804
2017-09-19 00:00:00 +0000 +0000,1,56,27.2647058823529412
2016-04-12 00:00:00 +0000 +0000,2,74,38.7551020408163265
2017-07-08 00:00:00 +0000 +0000,13,49,29.5062240663900415
2016-12-19 00:00:00 +0000 +0000,2,63,25.8550185873605948
2015-09-15 00:00:00 +0000 +0000,1,71,33.8195488721804511
2018-07-07 00:00:00 +0000 +0000,1,42,23.0209059233449477
2023-11-25 00:00:00 +0000 +0000,1,76,33.1436100131752306
2023-06-08 00:00:00 +0000 +0000,1,76,39.6413612565445026
2021-01-26 00:00:00 +0000 +0000,6,78,40.2234042553191489
2018-09-15 00:00:00 +0000 +0000,1,54,24.8292682926829268
2017-04-29 00:00:00 +0000 +0000,1,51,29.8993055555555556
2017-04-07 00:00:00 +0000 +0000,1,63,29.6830985915492958
2020-04-24 00:00:00 +0000 +0000,1,17,7.2847222222222222
2017-05-04 00:00:00 +0000 +0000,1,61,30.5649122807017544
2022-11-07 00:00:00 +0000 +0000,1,74,28.8579369981470043
2021-01-31 00:00:00 +0000 +0000,1,15,4.4375000000000000
2019-08-04 00:00:00 +0000 +0000,1,31,12.3472222222222222
2017-09-09 00:00:00 +0000 +0000,1,49,25.3925925925925926
2021-02-13 00:00:00 +0000 +0000,1,18,6.2989323843416370
2020-07-14 00:00:00 +0000 +0000,4,63,29.9791666666666667
2018-11-01 00:00:00 +0000 +0000,1,65,26.1805555555555556
2021-09-16 00:00:00 +0000 +0000,1,72,35.4875000000000000
2021-05-31 00:00:00 +0000 +0000,1,71,34.4193548387096774
2020-10-23 00:00:00 +0000 +0000,2,67,30.3814814814814815
2022-12-11 00:00:00 +0000 +0000,1,63,19.4645161290322581
2022-09-27 00:00:00 +0000 +0000,1,71,30.5974499089253188
2024-01-25 00:00:00 +0000 +0000,1,83,42.6850763807285546
2016-12-16 00:00:00 +0000 +0000,8,87,35.9430604982206406
2017-01-14 00:00:00 +0000 +0000,9,54,30.1707317073170732
2018-11-25 00:00:00 +0000 +0000,1,40,13.9270833333333333
2016-10-28 00:00:00 +0000 +0000,1,60,32.4703832752613240
2016-07-12 00:00:00 +0000 +0000,1,58,27.5400696864111498
2016-09-28 00:00:00 +0000 +0000,1,63,26.4722222222222222
2020-09-28 00:00:00 +0000 +0000,1,65,28.8541666666666667
2017-05-18 00:00:00 +0000 +0000,1,67,31.4090909090909091
2022-06-01 00:00:00 +0000 +0000,1,80,32.0612369871402327
2017-10-12 00:00:00 +0000 +0000,1,63,28.5512367491166078
2015-12-25 00:00:00 +0000 +0000,2,78,34.3881118881118881
2017-02-09 00:00:00 +0000 +0000,4,64,32.3784722222222222
2022-12-05 00:00:00 +0000 +0000,1,78,31.1745406824146982
2020-11-19 00:00:00 +0000 +0000,4,62,26.3888888888888889
2018-07-13 00:00:00 +0000 +0000,1,60,26.3993055555555556
2018-06-13 00:00:00 +0000 +0000,1,65,29.1602787456445993
2018-03-20 00:00:00 +0000 +0000,1,63,28.6411149825783972
2017-10-22 00:00:00 +0000 +0000,1,49,18.2062937062937063
2019-09-05 00:00:00 +0000 +0000,1,59,28.2708333333333333
2022-03-30 00:00:00 +0000 +0000,1,69,32.1733174508636093
2020-09-05 00:00:00 +0000 +0000,4,53,26.6583629893238434
2019-04-04 00:00:00 +0000 +0000,4,58,26.9300699300699301
2022-09-11 00:00:00 +0000 +0000,1,53,21.7103099304237824
2022-04-11 00:00:00 +0000 +0000,1,71,31.1944615384615385
2020-12-02 00:00:00 +0000 +0000,8,62,27.3951048951048951
2020-08-15 00:00:00 +0000 +0000,2,45,24.6097560975609756
2023-01-18 00:00:00 +0000 +0000,1,74,32.1947368421052632
2022-08-15 00:00:00 +0000 +0000,1,65,27.7077016373559733
2023-03-20 00:00:00 +0000 +0000,1,80,35.1520467836257310
2022-05-22 00:00:00 +0000 +0000,1,53,21.7530864197530864
2020-05-14 00:00:00 +0000 +0000,1,47,17.3458333333333333
2018-11-18 00:00:00 +0000 +0000,1,51,22.3519163763066202
2023-10-30 00:00:00 +0000 +0000,1,76,30.6918990703851262
2017-03-26 00:00:00 +0000 +0000,1,49,20.5052264808362369
2021-01-13 00:00:00 +0000 +0000,4,63,34.9340277777777778
2017-07-06 00:00:00 +0000 +0000,13,63,34.8198529411764706
2015-08-22 00:00:00 +0000 +0000,1,54,28.1006944444444444
2020-04-01 00:00:00 +0000 +0000,4,20,11.2430555555555556
2016-10-13 00:00:00 +0000 +0000,1,72,30.9687500000000000
2020-07-26 00:00:00 +0000 +0000,1,26,14.2690763052208835
2018-12-25 00:00:00 +0000 +0000,8,71,36.2881944444444444
2021-03-07 00:00:00 +0000 +0000,1,18,6.8208955223880597
2016-06-08 00:00:00 +0000 +0000,1,67,30.7132867132867133
2021-02-22 00:00:00 +0000 +0000,6,72,38.9722222222222222
2023-11-20 00:00:00 +0000 +0000,1,78,33.6718092566619916
2023-08-23 00:00:00 +0000 +0000,1,71,31.7377260981912145
2022-10-27 00:00:00 +0000 +0000,1,81,34.1924711596842744
2021-10-08 00:00:00 +0000 +0000,2,74,35.1888111888111888
2017-07-05 00:00:00 +0000 +0000,13,59,33.1538461538461538
2021-06-06 00:00:00 +0000 +0000,1,45,3.4568965517241379
2019-04-18 00:00:00 +0000 +0000,1,65,30.3063380281690141
2022-06-02 00:00:00 +0000 +0000,1,69,38.8084507042253521
2019-02-07 00:00:00 +0000 +0000,4,76,34.2881944444444444
2015-10-25 00:00:00 +0000 +0000,1,44,20.3139013452914798
2020-06-05 00:00:00 +0000 +0000,2,67,30.0040160642570281
2020-11-15 00:00:00 +0000 +0000,1,31,12.8885017421602787
2016-09-24 00:00:00 +0000 +0000,1,69,29.8784722222222222
2023-10-22 00:00:00 +0000 +0000,1,62,25.4943019943019943
2019-07-08 00:00:00 +0000 +0000,1,56,24.7237762237762238
2019-02-09 00:00:00 +0000 +0000,6,45,22.8571428571428571
2015-09-01 00:00:00 +0000 +0000,2,72,37.2604166666666667
2017-11-22 00:00:00 +0000 +0000,1,67,27.6180555555555556
2018-01-27 00:00:00 +0000 +0000,1,62,25.7017543859649123
2015-12-08 00:00:00 +0000 +0000,1,76,34.4385964912280702
2022-10-05 00:00:00 +0000 +0000,1,74,32.3709068010075567
2021-07-05 00:00:00 +0000 +0000,1,63,31.5888501742160279
2018-06-07 00:00:00 +0000 +0000,1,62,25.8298611111111111
2016-06-07 00:00:00 +0000 +0000,1,72,35.7377622377622378
2023-06-22 00:00:00 +0000 +0000,1,74,40.7037037037037037
2022-09-22 00:00:00 +0000 +0000,1,81,36.6541822721598002
2015-10-07 00:00:00 +0000 +0000,1,69,31.7665505226480836
2020-08-19 00:00:00 +0000 +0000,2,60,30.2899628252788104
2016-08-30 00:00:00 +0000 +0000,1,36,15.8715277777777778
2022-10-11 00:00:00 +0000 +0000,1,74,30.6294670846394984
2017-10-02 00:00:00 +0000 +0000,1,59,24.4861111111111111
2021-03-29 00:00:00 +0000 +0000,2,63,31.3993055555555556
2019-03-16 00:00:00 +0000 +0000,1,51,24.8279569892473118
2022-06-20 00:00:00 +0000 +0000,1,62,28.1703853955375254
2021-10-22 00:00:00 +0000 +0000,1,74,34.9615384615384615
2021-04-16 00:00:00 +0000 +0000,2,63,26.2083333333333333
2022-12-31 00:00:00 +0000 +0000,1,45,20.7366412213740458
2021-08-25 00:00:00 +0000 +0000,1,67,31.3576388888888889
2016-01-05 00:00:00 +0000 +0000,9,71,31.2518518518518519
2023-08-07 00:00:00 +0000 +0000,1,71,33.2877138413685848
2022-10-14 00:00:00 +0000 +0000,1,76,33.2660836976889444
2018-09-02 00:00:00 +0000 +0000,1,35,15.4125874125874126
2015-11-15 00:00:00 +0000 +0000,1,56,22.2404181184668990
2022-11-03 00:00:00 +0000 +0000,1,74,30.1920731707317073
2016-07-22 00:00:00 +0000 +0000,1,76,35.7929824561403509
2023-08-14 00:00:00 +0000 +0000,1,67,28.1677018633540373
2023-02-23 00:00:00 +0000 +0000,1,72,30.6644295302013423
2018-02-27 00:00:00 +0000 +0000,2,69,31.4580419580419580
2017-05-02 00:00:00 +0000 +0000,1,51,26.2543554006968641
2023-11-02 00:00:00 +0000 +0000,1,90,37.7445255474452555
2016-11-02 00:00:00 +0000 +0000,1,69,28.3031358885017422
2020-10-22 00:00:00 +0000 +0000,2,67,29.9651567944250871
2019-02-06 00:00:00 +0000 +0000,1,60,29.0278745644599303
2017-11-05 00:00:00 +0000 +0000,1,47,16.4097222222222222
2021-09-26 00:00:00 +0000 +0000,1,56,26.5069444444444444
2015-12-19 00:00:00 +0000 +0000,1,69,28.1672473867595819
2020-06-14 00:00:00 +0000 +0000,1,26,13.1611721611721612
2017-02-08 00:00:00 +0000 +0000,1,59,26.3368055555555556
2023-09-08 00:00:00 +0000 +0000,1,72,41.3606870229007634
2017-08-02 00:00:00 +0000 +0000,1,56,25.9606299212598425
2019-02-17 00:00:00 +0000 +0000,1,36,14.3475177304964539
2017-10-16 00:00:00 +0000 +0000,1,57,25.6550522648083624
2017-09-02 00:00:00 +0000 +0000,1,38,15.7386759581881533
2015-08-16 00:00:00 +0000 +0000,1,29,10.5902777777777778
2019-10-23 00:00:00 +0000 +0000,2,67,29.1701388888888889
2017-11-26 00:00:00 +0000 +0000,1,47,15.6703703703703704
2016-01-09 00:00:00 +0000 +0000,2,71,32.6319444444444444
2019-11-09 00:00:00 +0000 +0000,4,63,29.6480836236933798
2019-03-30 00:00:00 +0000 +0000,1,42,18.8671328671328671
2022-05-02 00:00:00 +0000 +0000,1,72,29.8296622613803231
2019-06-25 00:00:00 +0000 +0000,1,63,29.9684210526315789
2020-01-03 00:00:00 +0000 +0000,9,63,30.2708333333333333
2018-06-12 00:00:00 +0000 +0000,1,58,24.6062717770034843
2024-01-06 00:00:00 +0000 +0000,1,65,25.5471167369901547
2023-02-28 00:00:00 +0000 +0000,1,76,37.6641975308641975
2019-01-29 00:00:00 +0000 +0000,1,67,27.5749128919860627
2015-11-24 00:00:00 +0000 +0000,1,71,30.2877192982456140
2017-04-24 00:00:00 +0000 +0000,4,51,24.1754385964912281
2016-10-12 00:00:00 +0000 +0000,1,65,26.2961672473867596
2016-03-05 00:00:00 +0000 +0000,8,56,30.2543554006968641
2015-12-22 00:00:00 +0000 +0000,1,81,35.0739436619718310
2019-05-29 00:00:00 +0000 +0000,1,63,27.9859154929577465
2023-09-13 00:00:00 +0000 +0000,1,72,32.6415584415584416
2020-02-11 00:00:00 +0000 +0000,6,65,33.0069444444444444
2021-09-06 00:00:00 +0000 +0000,1,65,32.8954703832752613
2021-08-13 00:00:00 +0000 +0000,1,67,32.5253623188405797
2021-01-15 00:00:00 +0000 +0000,6,63,34.9375000000000000
2019-04-13 00:00:00 +0000 +0000,4,51,28.2992957746478873
2021-02-02 00:00:00 +0000 +0000,4,67,36.5451388888888889
2019-08-19 00:00:00 +0000 +0000,1,49,19.5937500000000000
2017-09-03 00:00:00 +0000 +0000,1,36,14.9045936395759717
2018-03-04 00:00:00 +0000 +0000,4,47,19.4720279720279720
2016-02-11 00:00:00 +0000 +0000,6,80,40.8958333333333333
2016-09-22 00:00:00 +0000 +0000,1,74,33.1328671328671329
2021-11-07 00:00:00 +0000 +0000,8,60,28.4062500000000000
2022-06-09 00:00:00 +0000 +0000,1,67,29.5684723067559343
2019-03-06 00:00:00 +0000 +0000,1,60,29.4930069930069930
2018-10-07 00:00:00 +0000 +0000,1,49,19.7777777777777778
2018-07-14 00:00:00 +0000 +0000,1,42,22.0729166666666667
2016-06-04 00:00:00 +0000 +0000,2,81,40.3472222222222222
2015-11-21 00:00:00 +0000 +0000,1,74,33.1428571428571429
2021-03-09 00:00:00 +0000 +0000,4,65,33.7578947368421053
2024-05-11 00:00:00 +0000 +0000,1,81,34.7362500000000000
2015-09-07 00:00:00 +0000 +0000,1,65,32.0625000000000000
2021-12-04 00:00:00 +0000 +0000,1,69,33.1770833333333333
2018-07-25 00:00:00 +0000 +0000,1,53,23.7291666666666667
2024-02-02 00:00:00 +0000 +0000,1,81,35.7205882352941176
2022-01-27 00:00:00 +0000 +0000,1,60,27.0000000000000000
2023-09-30 00:00:00 +0000 +0000,1,78,36.9615931721194879
2022-08-09 00:00:00 +0000 +0000,1,67,27.2608158220024722
2023-09-22 00:00:00 +0000 +0000,1,69,32.1414141414141414
2023-05-27 00:00:00 +0000 +0000,1,71,33.8947368421052632
2020-10-13 00:00:00 +0000 +0000,2,83,33.5173611111111111
2024-06-04 00:00:00 +0000 +0000,1,15,4.8130081300813008
2021-02-25 00:00:00 +0000 +0000,6,69,36.5274725274725275
2017-11-25 00:00:00 +0000 +0000,1,59,26.0118110236220472
2020-05-31 00:00:00 +0000 +0000,1,6,2.7929824561403509
2020-03-08 00:00:00 +0000 +0000,2,49,22.6750000000000000
2023-05-17 00:00:00 +0000 +0000,1,78,35.8908406524466750
2021-12-29 00:00:00 +0000 +0000,1,85,36.4166666666666667
2020-09-18 00:00:00 +0000 +0000,4,65,31.6534653465346535
2021-10-30 00:00:00 +0000 +0000,1,53,23.3993055555555556
2019-08-30 00:00:00 +0000 +0000,1,36,15.9722222222222222
2017-01-17 00:00:00 +0000 +0000,15,64,36.7038327526132404
2024-02-06 00:00:00 +0000 +0000,1,85,35.4035326086956522
2018-02-28 00:00:00 +0000 +0000,1,71,28.2454212454212454
2019-07-26 00:00:00 +0000 +0000,1,57,26.4097222222222222
2016-02-02 00:00:00 +0000 +0000,2,89,40.8784722222222222
2023-04-02 00:00:00 +0000 +0000,1,65,22.4173333333333333
2015-08-27 00:00:00 +0000 +0000,1,78,38.0069930069930070
2022-06-26 00:00:00 +0000 +0000,1,44,18.9043266301035954
2016-08-23 00:00:00 +0000 +0000,2,67,35.0104529616724739
2016-08-22 00:00:00 +0000 +0000,1,56,30.9233449477351916
2021-01-12 00:00:00 +0000 +0000,4,80,37.3205574912891986
2016-05-10 00:00:00 +0000 +0000,2,67,37.4945454545454545
2015-12-29 00:00:00 +0000 +0000,1,90,41.7385892116182573
2021-10-02 00:00:00 +0000 +0000,6,69,44.7326732673267327
2019-09-24 00:00:00 +0000 +0000,1,67,28.0662020905923345
2019-05-17 00:00:00 +0000 +0000,1,71,27.3851590106007067
2016-04-14 00:00:00 +0000 +0000,2,69,37.8745644599303136
2017-06-11 00:00:00 +0000 +0000,1,45,12.3240418118466899
2018-05-19 00:00:00 +0000 +0000,1,29,13.5139860139860140
2021-07-29 00:00:00 +0000 +0000,1,63,29.3554006968641115
2015-10-22 00:00:00 +0000 +0000,4,83,37.7007299270072993
2016-09-27 00:00:00 +0000 +0000,1,65,28.6411149825783972
2023-09-02 00:00:00 +0000 +0000,1,58,27.3983957219251337
2023-06-28 00:00:00 +0000 +0000,1,42,16.0722379603399433
2021-03-04 00:00:00 +0000 +0000,4,67,35.0946969696969697
2021-07-03 00:00:00 +0000 +0000,1,60,31.6421052631578947
2021-06-14 00:00:00 +0000 +0000,1,63,36.7570850202429150
2022-06-19 00:00:00 +0000 +0000,1,42,19.1885749385749386
2017-12-11 00:00:00 +0000 +0000,1,61,25.0433070866141732
2017-10-11 00:00:00 +0000 +0000,1,61,27.7212543554006969
2020-01-18 00:00:00 +0000 +0000,9,63,32.2787456445993031
2016-05-08 00:00:00 +0000 +0000,1,76,34.1438596491228070
2018-04-05 00:00:00 +0000 +0000,1,63,28.9444444444444444
2015-08-17 00:00:00 +0000 +0000,1,58,25.7456445993031359
2023-05-04 00:00:00 +0000 +0000,1,87,36.9614873837981408
2021-05-23 00:00:00 +0000 +0000,1,6,1.9791666666666667
2022-10-02 00:00:00 +0000 +0000,1,56,22.8298008991650610
2016-08-13 00:00:00 +0000 +0000,6,63,31.0812720848056537
2019-02-15 00:00:00 +0000 +0000,6,71,32.2996515679442509
2016-11-19 00:00:00 +0000 +0000,1,62,26.1423611111111111
2020-07-01 00:00:00 +0000 +0000,2,63,31.1538461538461538
2017-06-13 00:00:00 +0000 +0000,1,61,26.9861111111111111
2024-04-01 00:00:00 +0000 +0000,1,81,31.4076704545454545
2023-03-29 00:00:00 +0000 +0000,1,83,30.2551724137931034
2020-01-31 00:00:00 +0000 +0000,6,71,33.6979166666666667
2019-08-22 00:00:00 +0000 +0000,1,53,23.8611111111111111
2017-04-09 00:00:00 +0000 +0000,1,54,25.4618055555555556
2016-05-03 00:00:00 +0000 +0000,4,67,37.2299651567944251
2018-07-26 00:00:00 +0000 +0000,1,54,24.5034722222222222
2023-01-24 00:00:00 +0000 +0000,1,85,37.3131313131313131
2018-11-03 00:00:00 +0000 +0000,1,56,22.7708333333333333
2016-11-05 00:00:00 +0000 +0000,1,56,25.6701388888888889
2023-01-22 00:00:00 +0000 +0000,1,56,21.3263009845288326
2017-07-15 00:00:00 +0000 +0000,1,36,20.1393442622950820
2021-10-12 00:00:00 +0000 +0000,1,71,36.9821428571428571
2022-07-26 00:00:00 +0000 +0000,1,63,27.0882535736482287
2023-10-28 00:00:00 +0000 +0000,1,63,27.4701195219123506
2022-08-16 00:00:00 +0000 +0000,1,69,28.2477007970570202
2018-03-16 00:00:00 +0000 +0000,1,63,30.1533101045296167
2023-08-20 00:00:00 +0000 +0000,1,42,21.8854838709677419
2019-09-06 00:00:00 +0000 +0000,1,64,29.7291666666666667
2018-04-22 00:00:00 +0000 +0000,1,45,23.6445993031358885
2016-02-04 00:00:00 +0000 +0000,4,83,40.9097222222222222
2023-08-26 00:00:00 +0000 +0000,1,53,26.8371794871794872
2023-06-15 00:00:00 +0000 +0000,1,80,37.5414364640883978
2016-08-14 00:00:00 +0000 +0000,1,36,16.4895833333333333
2019-05-10 00:00:00 +0000 +0000,1,65,26.7298245614035088
2017-02-04 00:00:00 +0000 +0000,1,49,24.9513888888888889
2017-10-21 00:00:00 +0000 +0000,1,53,25.3750000000000000
