trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2023-02-16 00:00:00 +0000 +0000,1,74,29.4754966887417219
2021-02-19 00:00:00 +0000 +0000,2,65,32.2595155709342561
2021-02-28 00:00:00 +0000 +0000,1,18,6.2022900763358779
2023-11-15 00:00:00 +0000 +0000,1,89,40.0680555555555556
2018-04-08 00:00:00 +0000 +0000,1,49,22.4878048780487805
2022-02-08 00:00:00 +0000 +0000,1,76,42.7526132404181185
2022-05-07 00:00:00 +0000 +0000,1,53,21.8246292714377821
2021-05-11 00:00:00 +0000 +0000,1,22,10.1149825783972125
2017-05-29 00:00:00 +0000 +0000,1,53,20.4056939501779359
2022-06-10 00:00:00 +0000 +0000,1,71,29.6439024390243902
2018-02-14 00:00:00 +0000 +0000,1,80,31.0836236933797909
2021-10-05 00:00:00 +0000 +0000,1,76,35.2986111111111111
2021-07-07 00:00:00 +0000 +0000,1,63,30.0842105263157895
2021-02-10 00:00:00 +0000 +0000,4,71,37.7048611111111111
2023-02-04 00:00:00 +0000 +0000,1,83,33.1228304405874499
2016-10-02 00:00:00 +0000 +0000,1,53,23.1881533101045296
2020-04-15 00:00:00 +0000 +0000,6,27,14.7421602787456446
2019-07-20 00:00:00 +0000 +0000,1,44,21.1805555555555556
2023-10-10 00:00:00 +0000 +0000,1,78,35.4859813084112150
2021-05-26 00:00:00 +0000 +0000,4,67,34.5173611111111111
2024-01-20 00:00:00 +0000 +0000,1,78,37.3963068181818182
2019-03-14 00:00:00 +0000 +0000,1,62,25.2500000000000000
2018-06-10 00:00:00 +0000 +0000,1,40,10.3402777777777778
2022-11-04 00:00:00 +0000 +0000,1,76,31.2019888129272840
2020-10-12 00:00:00 +0000 +0000,1,63,29.3923611111111111
2019-06-02 00:00:00 +0000 +0000,1,27,10.3797909407665505
2023-09-14 00:00:00 +0000 +0000,1,69,38.8958677685950413
2018-03-17 00:00:00 +0000 +0000,1,51,24.0209790209790210
2018-05-25 00:00:00 +0000 +0000,1,62,25.1254355400696864
2017-09-18 00:00:00 +0000 +0000,1,51,24.8790322580645161
2018-05-06 00:00:00 +0000 +0000,1,51,23.1319444444444444
2018-04-13 00:00:00 +0000 +0000,1,69,31.8181818181818182
2018-07-17 00:00:00 +0000 +0000,1,54,23.4181184668989547
2020-11-26 00:00:00 +0000 +0000,4,60,25.2083333333333333
2021-08-05 00:00:00 +0000 +0000,2,65,32.8298611111111111
2022-02-20 00:00:00 +0000 +0000,1,42,17.7167832167832168
2023-03-07 00:00:00 +0000 +0000,1,71,31.0429958391123440
2017-11-18 00:00:00 +0000 +0000,1,54,21.8571428571428571
2023-03-15 00:00:00 +0000 +0000,1,78,35.5430107526881720
2023-04-04 00:00:00 +0000 +0000,1,87,35.9117221418234443
2021-01-30 00:00:00 +0000 +0000,4,20,11.1875000000000000
2016-10-16 00:00:00 +0000 +0000,1,53,21.2613240418118467
2023-04-27 00:00:00 +0000 +0000,1,83,39.6393229166666667
2022-05-03 00:00:00 +0000 +0000,1,69,28.1466001247660636
2021-06-04 00:00:00 +0000 +0000,1,69,33.4107883817427386
2017-03-27 00:00:00 +0000 +0000,1,56,23.9750000000000000
2021-05-04 00:00:00 +0000 +0000,1,24,12.4131944444444444
2020-01-13 00:00:00 +0000 +0000,6,60,28.4703832752613240
2018-05-09 00:00:00 +0000 +0000,2,58,30.7307692307692308
2022-03-12 00:00:00 +0000 +0000,1,80,21.6041666666666667
2016-10-24 00:00:00 +0000 +0000,1,63,24.4181184668989547
2022-05-13 00:00:00 +0000 +0000,1,74,32.5895061728395062
2020-07-10 00:00:00 +0000 +0000,6,62,30.6840277777777778
2018-08-17 00:00:00 +0000 +0000,1,49,26.0383275261324042
2019-03-08 00:00:00 +0000 +0000,1,69,30.6302816901408451
2020-08-11 00:00:00 +0000 +0000,4,62,30.0798611111111111
2016-08-28 00:00:00 +0000 +0000,1,38,18.1562500000000000
2015-12-06 00:00:00 +0000 +0000,1,54,17.9686411149825784
2019-04-22 00:00:00 +0000 +0000,1,53,21.6118881118881119
2017-08-25 00:00:00 +0000 +0000,2,51,27.4381625441696113
2016-08-04 00:00:00 +0000 +0000,1,71,36.3250883392226148
2023-10-27 00:00:00 +0000 +0000,1,80,35.1980609418282548
2015-08-25 00:00:00 +0000 +0000,1,74,35.2083333333333333
2016-07-25 00:00:00 +0000 +0000,1,62,29.0766550522648084
2022-05-11 00:00:00 +0000 +0000,1,72,32.2059719683120049
2021-01-28 00:00:00 +0000 +0000,4,67,35.6319444444444444
2016-08-08 00:00:00 +0000 +0000,1,62,28.3321799307958478
2020-05-30 00:00:00 +0000 +0000,1,11,5.8854166666666667
2018-10-19 00:00:00 +0000 +0000,1,63,24.9756097560975610
2022-10-31 00:00:00 +0000 +0000,1,72,27.8426488456865128
2022-05-15 00:00:00 +0000 +0000,1,63,24.4234177215189873
2016-08-27 00:00:00 +0000 +0000,2,53,26.3902439024390244
2021-04-27 00:00:00 +0000 +0000,1,74,33.1423611111111111
2023-03-11 00:00:00 +0000 +0000,1,74,29.4744707347447073
2018-02-17 00:00:00 +0000 +0000,2,45,23.2842105263157895
2021-06-02 00:00:00 +0000 +0000,2,60,30.4280000000000000
2023-11-23 00:00:00 +0000 +0000,1,80,36.0676691729323308
2021-01-02 00:00:00 +0000 +0000,1,18,4.0416666666666667
2021-05-15 00:00:00 +0000 +0000,1,11,1.8986013986013986
2016-08-18 00:00:00 +0000 +0000,2,72,38.1494661921708185
2017-07-24 00:00:00 +0000 +0000,1,49,24.5658914728682171
2017-03-23 00:00:00 +0000 +0000,1,57,26.8601398601398601
2015-08-11 00:00:00 +0000 +0000,11,62,38.6012658227848101
2019-12-28 00:00:00 +0000 +0000,6,65,34.8923611111111111
2015-10-12 00:00:00 +0000 +0000,2,71,31.0909090909090909
2019-12-10 00:00:00 +0000 +0000,4,67,30.5749128919860627
2022-08-19 00:00:00 +0000 +0000,1,69,30.3865396069088743
2017-10-04 00:00:00 +0000 +0000,1,59,27.0972222222222222
2020-01-12 00:00:00 +0000 +0000,2,35,17.0905923344947735
2018-11-16 00:00:00 +0000 +0000,9,74,35.1006944444444444
2019-03-22 00:00:00 +0000 +0000,1,71,24.8563535911602210
2023-05-05 00:00:00 +0000 +0000,1,71,34.4852941176470588
2021-10-11 00:00:00 +0000 +0000,1,67,30.2258064516129032
2022-07-03 00:00:00 +0000 +0000,1,38,16.9586330935251799
2018-01-23 00:00:00 +0000 +0000,1,59,28.4699646643109541
2017-03-07 00:00:00 +0000 +0000,4,63,36.8630136986301370
2021-07-11 00:00:00 +0000 +0000,1,36,19.5508771929824561
2019-09-28 00:00:00 +0000 +0000,1,56,25.5679442508710801
2018-03-13 00:00:00 +0000 +0000,1,62,29.4930069930069930
2024-01-28 00:00:00 +0000 +0000,1,60,26.4021871202916160
2024-01-10 00:00:00 +0000 +0000,2,83,41.7334200260078023
2019-09-12 00:00:00 +0000 +0000,1,58,26.5520833333333333
2020-05-13 00:00:00 +0000 +0000,1,42,17.7458333333333333
2017-07-11 00:00:00 +0000 +0000,1,54,26.3202846975088968
2021-02-21 00:00:00 +0000 +0000,1,15,4.8053435114503817
2017-04-02 00:00:00 +0000 +0000,1,47,20.1811846689895470
2023-04-23 00:00:00 +0000 +0000,9,65,42.8245614035087719
2023-01-09 00:00:00 +0000 +0000,1,69,29.3586387434554974
2022-03-02 00:00:00 +0000 +0000,1,63,29.2587412587412587
2019-01-22 00:00:00 +0000 +0000,2,62,26.0766550522648084
2021-02-03 00:00:00 +0000 +0000,4,71,35.3307984790874525
2022-11-13 00:00:00 +0000 +0000,1,71,24.4316267012313675
2018-05-03 00:00:00 +0000 +0000,1,63,29.1951219512195122
2015-10-11 00:00:00 +0000 +0000,1,67,23.5000000000000000
2021-01-19 00:00:00 +0000 +0000,11,60,35.3819444444444444
2020-01-30 00:00:00 +0000 +0000,13,67,37.0243055555555556
2021-08-10 00:00:00 +0000 +0000,1,63,31.4781021897810219
2020-01-28 00:00:00 +0000 +0000,11,67,36.4583333333333333
2024-01-13 00:00:00 +0000 +0000,1,56,22.9159663865546218
2024-05-04 00:00:00 +0000 +0000,1,72,31.5478260869565217
2016-12-05 00:00:00 +0000 +0000,1,69,26.4459930313588850
2016-02-17 00:00:00 +0000 +0000,2,76,34.6140350877192982
2024-01-19 00:00:00 +0000 +0000,1,85,36.5495867768595041
2020-08-09 00:00:00 +0000 +0000,2,33,16.9305555555555556
2016-09-20 00:00:00 +0000 +0000,1,74,32.4548611111111111
2021-10-13 00:00:00 +0000 +0000,6,69,33.7689530685920578
2019-10-14 00:00:00 +0000 +0000,1,63,26.5821428571428571
2022-10-10 00:00:00 +0000 +0000,1,69,21.7211678832116788
2023-06-27 00:00:00 +0000 +0000,1,29,8.7377521613832853
2023-05-09 00:00:00 +0000 +0000,1,76,34.5683060109289617
2020-02-15 00:00:00 +0000 +0000,6,54,29.9059233449477352
2016-03-13 00:00:00 +0000 +0000,1,51,20.1916376306620209
2018-05-05 00:00:00 +0000 +0000,1,56,27.2299651567944251
2018-03-21 00:00:00 +0000 +0000,1,62,26.7657342657342657
2017-04-28 00:00:00 +0000 +0000,22,61,43.8041958041958042
2017-09-30 00:00:00 +0000 +0000,1,63,28.4529616724738676
2021-12-13 00:00:00 +0000 +0000,6,76,36.9024390243902439
2015-09-06 00:00:00 +0000 +0000,1,40,18.4270833333333333
2016-06-14 00:00:00 +0000 +0000,1,87,39.5853658536585366
2016-09-19 00:00:00 +0000 +0000,1,60,20.5993031358885017
2015-12-20 00:00:00 +0000 +0000,1,51,16.3159722222222222
2020-03-11 00:00:00 +0000 +0000,6,69,32.6993006993006993
2022-10-23 00:00:00 +0000 +0000,1,60,22.8848405985686402
2019-11-27 00:00:00 +0000 +0000,8,67,31.9340277777777778
2019-03-19 00:00:00 +0000 +0000,1,58,25.8795620437956204
2024-01-05 00:00:00 +0000 +0000,1,74,31.1564417177914110
2021-06-07 00:00:00 +0000 +0000,1,62,32.5708502024291498
2018-10-18 00:00:00 +0000 +0000,1,65,28.1742160278745645
2021-02-06 00:00:00 +0000 +0000,1,13,5.7707641196013289
2019-11-25 00:00:00 +0000 +0000,2,65,27.3750000000000000
2018-06-29 00:00:00 +0000 +0000,2,67,30.3943661971830986
2023-03-31 00:00:00 +0000 +0000,1,81,30.6343490304709141
2019-05-04 00:00:00 +0000 +0000,1,53,25.8496503496503497
2018-05-11 00:00:00 +0000 +0000,1,72,32.7256944444444444
2016-06-10 00:00:00 +0000 +0000,1,76,32.6840277777777778
2018-11-17 00:00:00 +0000 +0000,1,56,25.0069444444444444
2023-11-28 00:00:00 +0000 +0000,1,90,37.7001338688085676
2020-04-05 00:00:00 +0000 +0000,6,18,10.0836236933797909
2016-01-24 00:00:00 +0000 +0000,4,44,16.1319444444444444
2021-10-18 00:00:00 +0000 +0000,1,65,30.5638297872340426
2022-07-24 00:00:00 +0000 +0000,1,40,17.0777701307639367
2021-01-16 00:00:00 +0000 +0000,4,29,14.0520833333333333
2015-09-13 00:00:00 +0000 +0000,1,47,20.3159722222222222
2021-09-23 00:00:00 +0000 +0000,8,74,38.8229166666666667
2017-10-24 00:00:00 +0000 +0000,1,53,25.7237762237762238
2022-12-29 00:00:00 +0000 +0000,1,87,36.1800000000000000
2022-09-05 00:00:00 +0000 +0000,1,74,31.0809968847352025
2022-08-18 00:00:00 +0000 +0000,1,69,28.7991530550514217
2021-02-01 00:00:00 +0000 +0000,4,72,36.9409722222222222
2024-01-21 00:00:00 +0000 +0000,2,71,25.4767726161369193
2016-05-18 00:00:00 +0000 +0000,2,81,42.0489510489510490
2018-07-09 00:00:00 +0000 +0000,1,51,23.6774193548387097
2023-01-03 00:00:00 +0000 +0000,1,76,30.5545571245186136
2023-12-01 00:00:00 +0000 +0000,1,81,36.6677419354838710
2018-04-23 00:00:00 +0000 +0000,1,38,17.3576388888888889
2022-01-23 00:00:00 +0000 +0000,13,60,24.7102803738317757
2018-01-07 00:00:00 +0000 +0000,1,40,14.6515679442508711
2021-02-11 00:00:00 +0000 +0000,4,72,36.7881944444444444
2022-03-08 00:00:00 +0000 +0000,4,71,37.7916666666666667
2024-02-29 00:00:00 +0000 +0000,1,81,37.8980716253443526
2016-01-02 00:00:00 +0000 +0000,11,31,19.8736842105263158
2019-09-30 00:00:00 +0000 +0000,1,58,25.4788732394366197
2018-06-16 00:00:00 +0000 +0000,1,62,26.2961672473867596
2017-10-17 00:00:00 +0000 +0000,1,61,27.4070175438596491
2023-05-12 00:00:00 +0000 +0000,1,78,43.9143426294820717
2020-02-26 00:00:00 +0000 +0000,6,63,32.5000000000000000
2023-10-12 00:00:00 +0000 +0000,1,76,36.3271028037383178
2022-02-05 00:00:00 +0000 +0000,1,65,29.8993055555555556
2020-01-07 00:00:00 +0000 +0000,17,80,44.0176056338028169
2022-04-13 00:00:00 +0000 +0000,1,78,28.1314217443249701
2020-06-19 00:00:00 +0000 +0000,2,62,32.8136200716845878
2018-01-26 00:00:00 +0000 +0000,1,76,30.0777385159010601
2022-01-20 00:00:00 +0000 +0000,4,65,30.6006944444444444
2022-01-22 00:00:00 +0000 +0000,11,29,20.1319444444444444
2024-04-02 00:00:00 +0000 +0000,1,83,33.2407407407407407
2020-04-26 00:00:00 +0000 +0000,1,13,6.0035460992907801
2024-04-15 00:00:00 +0000 +0000,1,72,28.1307371349095967
2016-01-19 00:00:00 +0000 +0000,3,28,12.1672473867595819
2020-03-26 00:00:00 +0000 +0000,4,20,10.6597222222222222
2023-02-09 00:00:00 +0000 +0000,4,78,31.1347607052896725
2018-02-19 00:00:00 +0000 +0000,1,58,23.1608391608391608
2018-11-04 00:00:00 +0000 +0000,1,47,16.5261324041811847
2021-11-02 00:00:00 +0000 +0000,1,87,37.0590277777777778
2018-12-03 00:00:00 +0000 +0000,1,63,23.8993055555555556
2024-04-09 00:00:00 +0000 +0000,1,42,10.4808575803981623
2020-05-04 00:00:00 +0000 +0000,6,51,21.7127659574468085
2019-06-13 00:00:00 +0000 +0000,1,63,27.3881118881118881
2020-09-30 00:00:00 +0000 +0000,1,65,30.6145833333333333
2018-07-15 00:00:00 +0000 +0000,1,35,14.7377622377622378
2018-03-02 00:00:00 +0000 +0000,1,65,27.6593406593406593
2017-01-28 00:00:00 +0000 +0000,6,53,28.5496453900709220
2021-12-08 00:00:00 +0000 +0000,1,74,35.5853658536585366
2019-11-06 00:00:00 +0000 +0000,4,71,31.2083333333333333
2019-03-07 00:00:00 +0000 +0000,1,69,30.3111888111888112
2022-08-29 00:00:00 +0000 +0000,1,58,23.9272399278412508
2023-12-29 00:00:00 +0000 +0000,1,78,38.0064020486555698
2023-01-15 00:00:00 +0000 +0000,1,49,15.7248677248677249
2017-06-05 00:00:00 +0000 +0000,1,53,23.3916083916083916
2019-09-09 00:00:00 +0000 +0000,1,51,22.5965517241379310
2016-02-28 00:00:00 +0000 +0000,1,44,18.7317073170731707
2023-06-12 00:00:00 +0000 +0000,1,72,34.3444909344490934
2016-01-17 00:00:00 +0000 +0000,1,65,28.0034722222222222
2015-08-07 00:00:00 +0000 +0000,2,49,23.7704918032786885
2023-01-26 00:00:00 +0000 +0000,1,80,35.2940461725394897
2023-07-20 00:00:00 +0000 +0000,6,71,41.5613718411552347
2023-05-25 00:00:00 +0000 +0000,1,78,35.5140186915887850
2020-10-07 00:00:00 +0000 +0000,2,71,32.7197231833910035
2022-08-28 00:00:00 +0000 +0000,1,40,17.9032463399108848
2023-07-08 00:00:00 +0000 +0000,1,65,30.4430955993930197
2016-11-04 00:00:00 +0000 +0000,1,72,34.3697183098591549
2015-08-21 00:00:00 +0000 +0000,2,76,35.6597222222222222
2017-05-05 00:00:00 +0000 +0000,1,61,29.1111111111111111
2019-01-20 00:00:00 +0000 +0000,1,44,17.9965034965034965
2018-10-10 00:00:00 +0000 +0000,1,63,24.7777777777777778
2021-12-07 00:00:00 +0000 +0000,1,87,36.2077464788732394
2019-10-28 00:00:00 +0000 +0000,1,53,20.4064748201438849
2024-01-14 00:00:00 +0000 +0000,1,67,19.4093872229465450
2021-11-01 00:00:00 +0000 +0000,1,72,35.0034722222222222
2021-02-18 00:00:00 +0000 +0000,8,63,36.1076388888888889
2020-06-06 00:00:00 +0000 +0000,1,31,14.4262948207171315
2020-02-01 00:00:00 +0000 +0000,8,56,30.5540069686411150
2019-02-19 00:00:00 +0000 +0000,1,63,27.7508771929824561
2017-04-22 00:00:00 +0000 +0000,1,53,26.4982578397212544
2021-12-30 00:00:00 +0000 +0000,6,69,33.8645833333333333
2023-07-27 00:00:00 +0000 +0000,1,76,33.4544303797468354
2017-12-26 00:00:00 +0000 +0000,1,65,28.3588850174216028
2016-03-06 00:00:00 +0000 +0000,1,51,21.0905923344947735
2019-11-01 00:00:00 +0000 +0000,13,71,38.0245614035087719
2024-05-18 00:00:00 +0000 +0000,1,69,33.6186317321688501
2023-01-16 00:00:00 +0000 +0000,1,69,29.2164804469273743
2022-10-26 00:00:00 +0000 +0000,1,76,29.3785714285714286
2016-11-07 00:00:00 +0000 +0000,1,60,23.3051470588235294
2016-02-26 00:00:00 +0000 +0000,4,72,36.4538745387453875
2022-11-29 00:00:00 +0000 +0000,1,78,32.7681704260651629
2019-02-05 00:00:00 +0000 +0000,1,60,25.4097222222222222
2023-07-28 00:00:00 +0000 +0000,1,69,31.4327044025157233
2020-11-22 00:00:00 +0000 +0000,1,29,13.6597222222222222
2018-06-23 00:00:00 +0000 +0000,1,49,24.1916376306620209
2024-05-19 00:00:00 +0000 +0000,1,69,24.5193370165745856
2018-09-26 00:00:00 +0000 +0000,1,72,32.3554006968641115
2018-01-02 00:00:00 +0000 +0000,1,51,17.8140350877192982
2018-07-19 00:00:00 +0000 +0000,1,53,22.4111498257839721
2023-05-18 00:00:00 +0000 +0000,1,85,56.7542016806722689
2021-06-15 00:00:00 +0000 +0000,4,65,43.1788990825688073
2018-07-16 00:00:00 +0000 +0000,1,51,25.0729166666666667
2018-01-10 00:00:00 +0000 +0000,1,61,25.0731707317073171
2017-09-08 00:00:00 +0000 +0000,1,61,28.0551470588235294
2020-03-23 00:00:00 +0000 +0000,2,33,14.5261324041811847
2018-10-05 00:00:00 +0000 +0000,1,65,27.6284722222222222
2016-06-29 00:00:00 +0000 +0000,2,74,38.1080139372822300
2015-08-18 00:00:00 +0000 +0000,1,65,31.4270833333333333
2022-01-31 00:00:00 +0000 +0000,4,72,31.6875000000000000
2017-11-06 00:00:00 +0000 +0000,1,49,19.8422939068100358
2021-02-20 00:00:00 +0000 +0000,1,15,5.3854166666666667
2020-07-16 00:00:00 +0000 +0000,4,56,27.8819444444444444
2015-11-10 00:00:00 +0000 +0000,1,72,29.8029739776951673
2023-05-06 00:00:00 +0000 +0000,1,72,34.3557142857142857
2019-11-17 00:00:00 +0000 +0000,1,58,25.4027777777777778
2016-12-13 00:00:00 +0000 +0000,9,81,37.9962264150943396
2017-12-12 00:00:00 +0000 +0000,1,64,26.1126760563380282
2018-10-21 00:00:00 +0000 +0000,1,44,16.8020833333333333
2017-10-27 00:00:00 +0000 +0000,1,63,26.8986013986013986
2016-07-24 00:00:00 +0000 +0000,1,31,14.1333333333333333
2021-11-25 00:00:00 +0000 +0000,1,76,33.7979094076655052
2020-08-25 00:00:00 +0000 +0000,4,62,30.2285714285714286
2023-01-01 00:00:00 +0000 +0000,1,53,17.8471337579617834
2017-08-04 00:00:00 +0000 +0000,1,59,26.9806201550387597
2024-05-07 00:00:00 +0000 +0000,1,76,36.2543741588156124
2023-10-23 00:00:00 +0000 +0000,1,74,32.3806179775280899
2017-08-27 00:00:00 +0000 +0000,1,18,9.1205673758865248
2023-08-24 00:00:00 +0000 +0000,1,67,29.5182829888712242
2020-01-11 00:00:00 +0000 +0000,4,54,26.7560975609756098
2020-05-29 00:00:00 +0000 +0000,2,60,22.5634328358208955
2017-10-13 00:00:00 +0000 +0000,1,67,29.8402777777777778
2016-03-14 00:00:00 +0000 +0000,6,80,39.1533101045296167
2020-04-08 00:00:00 +0000 +0000,2,17,8.8850174216027875
2022-02-12 00:00:00 +0000 +0000,1,58,28.6236933797909408
2016-12-14 00:00:00 +0000 +0000,2,63,29.2613240418118467
2018-11-24 00:00:00 +0000 +0000,2,53,23.7605633802816901
2017-02-02 00:00:00 +0000 +0000,1,64,28.8402777777777778
2016-08-19 00:00:00 +0000 +0000,1,69,35.6478873239436620
2021-11-29 00:00:00 +0000 +0000,1,83,37.6840277777777778
2021-01-05 00:00:00 +0000 +0000,4,62,30.9861111111111111
2016-11-11 00:00:00 +0000 +0000,1,74,30.8191489361702128
2022-10-03 00:00:00 +0000 +0000,1,76,30.4590769230769231
2021-10-29 00:00:00 +0000 +0000,1,45,22.0486111111111111
2017-03-29 00:00:00 +0000 +0000,1,57,25.8501742160278746
2018-08-12 00:00:00 +0000 +0000,1,27,12.4355400696864111
2017-08-22 00:00:00 +0000 +0000,1,59,25.1985559566787004
2023-07-13 00:00:00 +0000 +0000,1,71,34.0078431372549020
2019-09-14 00:00:00 +0000 +0000,1,54,27.1979166666666667
2020-12-28 00:00:00 +0000 +0000,2,71,35.5347222222222222
2016-12-25 00:00:00 +0000 +0000,1,42,17.0555555555555556
2022-12-20 00:00:00 +0000 +0000,1,81,34.5455764075067024
2021-10-04 00:00:00 +0000 +0000,1,69,32.2160278745644599
2021-01-29 00:00:00 +0000 +0000,1,78,38.6041666666666667
2019-01-31 00:00:00 +0000 +0000,2,81,34.2552447552447552
2022-09-24 00:00:00 +0000 +0000,1,65,28.3704646721833227
2023-11-05 00:00:00 +0000 +0000,1,58,25.7255154639175258
2023-10-18 00:00:00 +0000 +0000,1,89,37.0024783147459727
2022-11-23 00:00:00 +0000 +0000,1,90,36.1353155339805825
2024-01-11 00:00:00 +0000 +0000,1,74,31.2144736842105263
2017-11-17 00:00:00 +0000 +0000,1,61,24.5104166666666667
2021-09-01 00:00:00 +0000 +0000,1,69,33.6145833333333333
2017-11-11 00:00:00 +0000 +0000,1,57,23.8181818181818182
2018-07-30 00:00:00 +0000 +0000,1,56,23.2359154929577465
2020-09-08 00:00:00 +0000 +0000,2,63,29.8784722222222222
2023-07-14 00:00:00 +0000 +0000,1,74,33.6561679790026247
2015-09-02 00:00:00 +0000 +0000,4,76,39.7534722222222222
2022-04-23 00:00:00 +0000 +0000,1,60,22.0248373743347132
2022-02-18 00:00:00 +0000 +0000,2,63,32.3993055555555556
2020-09-26 00:00:00 +0000 +0000,2,54,27.5972222222222222
2020-05-28 00:00:00 +0000 +0000,6,44,19.7189781021897810
2015-09-11 00:00:00 +0000 +0000,2,81,38.4409722222222222
2022-04-21 00:00:00 +0000 +0000,1,76,29.0739608801955990
2019-08-31 00:00:00 +0000 +0000,1,42,18.8715277777777778
2016-11-10 00:00:00 +0000 +0000,1,74,32.1241134751773050
2022-08-23 00:00:00 +0000 +0000,1,67,29.2708082026537998
2022-08-21 00:00:00 +0000 +0000,1,42,18.7811923786109404
2021-07-06 00:00:00 +0000 +0000,1,69,37.3052631578947368
2018-10-17 00:00:00 +0000 +0000,2,62,26.8566433566433566
2016-04-25 00:00:00 +0000 +0000,2,69,32.4930555555555556
2019-05-31 00:00:00 +0000 +0000,1,60,29.7163120567375887
2018-11-05 00:00:00 +0000 +0000,1,60,23.6132404181184669
2017-06-07 00:00:00 +0000 +0000,1,56,24.1258741258741259
2023-12-14 00:00:00 +0000 +0000,1,81,34.8498542274052478
2022-05-19 00:00:00 +0000 +0000,1,44,18.5828220858895706
2023-02-15 00:00:00 +0000 +0000,1,72,31.1094339622641509
2016-06-16 00:00:00 +0000 +0000,1,72,35.5157894736842105
2019-04-14 00:00:00 +0000 +0000,2,42,21.2717770034843206
2019-04-08 00:00:00 +0000 +0000,2,54,25.0627177700348432
2022-07-11 00:00:00 +0000 +0000,1,35,12.3210952084629745
2020-06-27 00:00:00 +0000 +0000,2,47,13.4154929577464789
2023-05-23 00:00:00 +0000 +0000,1,69,31.7039473684210526
2022-04-14 00:00:00 +0000 +0000,1,78,28.5924344112263575
2017-07-28 00:00:00 +0000 +0000,1,54,24.6029411764705882
2023-04-01 00:00:00 +0000 +0000,1,74,27.8595988538681948
2021-09-17 00:00:00 +0000 +0000,1,72,36.6135458167330677
2017-06-30 00:00:00 +0000 +0000,1,49,19.4385964912280702
2023-01-07 00:00:00 +0000 +0000,1,63,25.3791666666666667
2022-04-08 00:00:00 +0000 +0000,1,72,27.3624242424242424
2020-10-10 00:00:00 +0000 +0000,2,60,28.8888888888888889
2020-03-09 00:00:00 +0000 +0000,2,62,29.3920863309352518
2019-06-17 00:00:00 +0000 +0000,1,62,27.7342657342657343
2018-03-27 00:00:00 +0000 +0000,2,71,31.8350877192982456
2021-06-23 00:00:00 +0000 +0000,1,67,32.8506944444444444
2019-01-23 00:00:00 +0000 +0000,1,78,32.8111888111888112
2018-02-25 00:00:00 +0000 +0000,8,47,21.1293706293706294
2024-04-27 00:00:00 +0000 +0000,1,72,33.4671232876712329
2016-12-31 00:00:00 +0000 +0000,9,51,23.6620209059233449
2023-10-24 00:00:00 +0000 +0000,1,90,38.9330759330759331
2020-06-16 00:00:00 +0000 +0000,4,58,27.5574912891986063
2019-02-12 00:00:00 +0000 +0000,1,72,29.1145833333333333
2016-07-09 00:00:00 +0000 +0000,1,17,7.5902777777777778
2019-07-14 00:00:00 +0000 +0000,1,36,16.1846689895470383
2018-05-04 00:00:00 +0000 +0000,1,67,31.8120567375886525
2015-10-15 00:00:00 +0000 +0000,1,72,33.3251748251748252
2019-06-23 00:00:00 +0000 +0000,1,47,19.5528169014084507
2022-03-09 00:00:00 +0000 +0000,1,72,34.3750000000000000
2021-04-28 00:00:00 +0000 +0000,1,81,37.7979094076655052
2021-06-08 00:00:00 +0000 +0000,2,67,32.8888888888888889
2017-12-19 00:00:00 +0000 +0000,2,64,31.4125874125874126
2019-08-27 00:00:00 +0000 +0000,1,57,26.4375000000000000
2018-11-12 00:00:00 +0000 +0000,1,60,23.4808362369337979
2018-11-22 00:00:00 +0000 +0000,2,72,33.2090592334494774
2016-07-23 00:00:00 +0000 +0000,1,60,27.8118466898954704
2024-04-24 00:00:00 +0000 +0000,1,76,36.0528455284552846
2016-07-07 00:00:00 +0000 +0000,1,18,7.4236111111111111
2017-01-30 00:00:00 +0000 +0000,9,57,30.4468085106382979
2017-09-23 00:00:00 +0000 +0000,1,57,27.0742187500000000
2017-08-19 00:00:00 +0000 +0000,1,45,23.8576512455516014
2019-09-23 00:00:00 +0000 +0000,1,60,25.4634146341463415
2018-07-08 00:00:00 +0000 +0000,1,35,15.6794425087108014
2023-09-10 00:00:00 +0000 +0000,1,54,23.2253313696612666
2021-12-17 00:00:00 +0000 +0000,1,80,41.1219512195121951
2016-03-21 00:00:00 +0000 +0000,1,67,23.7720588235294118
2020-05-27 00:00:00 +0000 +0000,1,54,22.8714285714285714
2022-11-11 00:00:00 +0000 +0000,1,81,32.6518193224592221
2019-12-16 00:00:00 +0000 +0000,1,69,28.8888888888888889
2021-03-14 00:00:00 +0000 +0000,1,11,2.9062500000000000
2020-07-08 00:00:00 +0000 +0000,6,60,29.4247491638795987
2017-12-15 00:00:00 +0000 +0000,1,65,27.4877192982456140
2021-08-12 00:00:00 +0000 +0000,1,67,31.8741007194244604
2023-04-03 00:00:00 +0000 +0000,1,74,29.9393530997304582
2020-04-04 00:00:00 +0000 +0000,1,13,7.1114982578397213
2018-03-08 00:00:00 +0000 +0000,1,71,34.0982456140350877
2020-01-23 00:00:00 +0000 +0000,6,71,32.7526132404181185
2021-03-26 00:00:00 +0000 +0000,2,60,29.2881944444444444
2017-06-10 00:00:00 +0000 +0000,1,49,18.9128919860627178
2020-01-22 00:00:00 +0000 +0000,4,71,33.2361111111111111
